date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:40:43	92872/92872	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2012%20Jan%202017%2021:20:04%20GMT	http://txtspy.org/wp-content/themes/cake/js/jquery.plugins9e1e-ver=1.3.2.js	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/js/jquery.plugins9e1e-ver=1.3.2.js	(from http://69662.txtspy.org/)
18:40:45	1907/1907	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2012%20Jan%202017%2021:20:03%20GMT	http://txtspy.org/wp-content/themes/cake/js/mfn.menu9e1e-ver=1.3.2.js	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/js/mfn.menu9e1e-ver=1.3.2.js	(from http://69662.txtspy.org/)
18:40:47	17604/17604	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2012%20Jan%202017%2021:20:04%20GMT	http://txtspy.org/wp-content/themes/cake/js/scripts9e1e-ver=1.3.2.js	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/js/scripts9e1e-ver=1.3.2.js	(from http://69662.txtspy.org/)
18:40:48	982/982	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:48%20GMT	http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css	(from http://69662.txtspy.org/)
18:40:49	1148/1148	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Jan%202017%2010:40:50%20GMT	http://txtspy.org/wp-content/themes/cake/css/ui/jquery.ui.all9e1e.css?ver=1.3.2	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/ui/jquery.ui.all9e1e9e1e.css	(from http://69662.txtspy.org/)
18:40:50	142/142	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:01%20GMT	http://txtspy.org/wp-content/themes/cake/images/menu-plus.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/menu-plus.png	(from http://txtspy.org/wp-content/themes/cake/css/responsive9e1e-ver=1.3.2.css)
18:40:52	8366/8366	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2012%20Jan%202017%2021:20:26%20GMT	http://txtspy.org/wp-includes/js/jquery/ui/jquery.ui.accordion.min2c18-ver=1.10.4.js	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-includes/js/jquery/ui/jquery.ui.accordion.min2c18-ver=1.10.4.js	(from http://69662.txtspy.org/)
18:40:52	6747/6747	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:51%20GMT	http://txtspy.org/wp-content/themes/cake/css/base.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/base.css	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:40:54	41577/41577	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:50%20GMT	http://txtspy.org/wp-content/themes/cake/css/animate.min.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/animate.min.css	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:40:54	95807/95807	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2012%20Jan%202017%2021:20:25%20GMT	http://txtspy.org/wp-includes/js/jquery/jquery90f9-ver=1.11.1.js	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-includes/js/jquery/jquery90f9-ver=1.11.1.js	(from http://69662.txtspy.org/)
18:40:56	3287/3287	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:50%20GMT	http://txtspy.org/wp-content/themes/cake/css/animations.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/animations.css	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:40:58	2542/2542	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:51%20GMT	http://txtspy.org/wp-content/themes/cake/css/buttons.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/buttons.css	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:41:03	58/58	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:51%20GMT	http://txtspy.org/wp-content/themes/cake/css/fonts.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/fonts.css	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:41:07	1396/1396	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:52%20GMT	http://txtspy.org/wp-content/themes/cake/css/isotope.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/isotope.css	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:41:11	2403/2403	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:51%20GMT	http://txtspy.org/wp-content/themes/cake/css/grid.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/grid.css	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:41:15	162/162	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Jan%202017%2010:41:16%20GMT	http://schatfx.com/wp-content/themes/cake/css/layout.css	C:/My%20Web%20Sites/Textspy%20LP/schatfx.com/wp-content/themes/cake/css/layout.1d.delayed	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:41:15	34157/34157	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:53%20GMT	http://txtspy.org/wp-content/themes/cake/css/shortcodes.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/shortcodes.css	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:41:16	7099/7099	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:53%20GMT	http://txtspy.org/wp-content/themes/cake/css/variables.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/css/variables.css	(from http://txtspy.org/wp-content/themes/cake/style9e1e-ver=1.3.2.css)
18:41:18	20239/20239	---M-Z	200	added ('OK')	text/css	date:Thu,%2012%20Jan%202017%2021:19:55%20GMT	http://txtspy.org/wp-content/themes/cake/fonts/mfn-icons.css	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/fonts/mfn-icons.css	(from http://txtspy.org/wp-content/themes/cake/css/fonts.css)
18:41:19	520/520	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:00%20GMT	http://txtspy.org/wp-content/themes/cake/images/fancy_heading_line.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/fancy_heading_line.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:20	240/240	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:19:59%20GMT	http://txtspy.org/wp-content/themes/cake/images/blockquote.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/blockquote.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:21	301/301	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:19:59%20GMT	http://txtspy.org/wp-content/themes/cake/images/blockquote_modern.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/blockquote_modern.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:22	118/118	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:01%20GMT	http://txtspy.org/wp-content/themes/cake/images/timeline.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/timeline.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:23	297/297	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:00%20GMT	http://txtspy.org/wp-content/themes/cake/images/ico_search.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/ico_search.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:25	309/309	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:07%20GMT	http://txtspy.org/wp-content/themes/cake/images/icons/list_tick.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/icons/list_tick.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:26	256/256	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:06%20GMT	http://txtspy.org/wp-content/themes/cake/images/icons/list_info.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/icons/list_info.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:28	274/274	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:07%20GMT	http://txtspy.org/wp-content/themes/cake/images/icons/list_warning.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/icons/list_warning.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:31	175/175	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:06%20GMT	http://txtspy.org/wp-content/themes/cake/images/icons/list_add.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/icons/list_add.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:32	212/212	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:07%20GMT	http://txtspy.org/wp-content/themes/cake/images/icons/list_minus.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/icons/list_minus.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:34	186/186	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:06%20GMT	http://txtspy.org/wp-content/themes/cake/images/icons/list_arrow.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/icons/list_arrow.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:35	206/206	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:06%20GMT	http://txtspy.org/wp-content/themes/cake/images/icons/list_help.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/icons/list_help.png	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:37	404/404	---M--	200	added ('OK')	image/gif	date:Thu,%2012%20Jan%202017%2021:20:01%20GMT	http://txtspy.org/wp-content/themes/cake/images/preloader.gif	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/preloader.gif	(from http://txtspy.org/wp-content/themes/cake/css/shortcodes.css)
18:41:41	73954/73954	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Jan%202017%2021:20:01%20GMT	http://txtspy.org/wp-content/themes/cake/images/footer.png	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/images/footer.png	(from http://txtspy.org/wp-content/themes/cake/css/variables.css)
18:41:45	89608/89608	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2012%20Jan%202017%2021:19:56%20GMT	http://txtspy.org/wp-content/themes/cake/fonts/mfn-iconsde56-36995802.eot	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/fonts/mfn-iconsde56-36995802.eot	(from http://txtspy.org/wp-content/themes/cake/fonts/mfn-icons.css)
18:41:46	55472/55472	---MCZ	200	added ('OK')	application/font-woff	date:Thu,%2012%20Jan%202017%2021:19:58%20GMT	http://txtspy.org/wp-content/themes/cake/fonts/mfn-iconsde56-36995802.woff	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/fonts/mfn-iconsde56-36995802.woff	(from http://txtspy.org/wp-content/themes/cake/fonts/mfn-icons.css)
18:41:50	89436/89436	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2012%20Jan%202017%2021:19:57%20GMT	http://txtspy.org/wp-content/themes/cake/fonts/mfn-iconsde56-36995802.ttf	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/fonts/mfn-iconsde56-36995802.ttf	(from http://txtspy.org/wp-content/themes/cake/fonts/mfn-icons.css)
18:41:51	136224/136224	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2012%20Jan%202017%2021:19:57%20GMT	http://txtspy.org/wp-content/themes/cake/fonts/mfn-iconsde56-36995802.svg	C:/My%20Web%20Sites/Textspy%20LP/txtspy.org/wp-content/themes/cake/fonts/mfn-iconsde56-36995802.svg	(from http://txtspy.org/wp-content/themes/cake/fonts/mfn-icons.css)
18:41:51	656/656	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2031%20Jan%202017%2010:41:49%20GMT	http://txtspy.org/robots.txt		(from http://txtspy.org/wp-content/themes/cake/fonts/mfn-icons.css)
